,price_steel,price_rebar,price_glass,price_concrete,price_plywood
2013-07-09,8.25,,28.0,20.58695652173913,10.875
2013-07-10,6.5,,28.0,20.58695652173913,10.625
2013-07-11,6.25,,28.0,18.85185185185185,10.625
2013-07-12,5.875,,28.0,18.85185185185185,10.625
2013-07-15,6.0,,28.0,18.85185185185185,11.0
2013-07-16,6.833333333333332,,28.0,13.6,10.166666666666666
2013-07-17,6.125,,28.0,14.7,10.166666666666666
2013-07-18,6.333333333333332,,28.0,14.7,10.0
2013-07-19,6.333333333333332,,28.0,14.7,10.0
2013-07-22,5.625,,28.0,14.7,8.875
2013-07-23,5.75,,28.0,11.8,9.7
2013-07-24,5.75,,28.0,11.944444444444445,9.0
2013-07-25,6.333333333333332,,28.0,11.578947368421053,8.333333333333334
2013-07-26,7.0,,28.0,10.416666666666666,8.0
2013-07-29,7.333333333333332,,28.0,10.416666666666666,9.5
2013-07-30,7.0,,28.0,12.375,9.5
2013-07-31,6.625,,28.0,12.386363636363635,9.5
2013-08-01,6.666666666666668,,28.0,12.386363636363635,11.166666666666664
2013-08-02,6.583333333333332,,28.0,12.386363636363635,11.166666666666664
2013-08-05,7.25,,28.0,12.386363636363635,11.75
2013-08-06,8.416666666666666,,28.0,13.76315789473684,11.5
2013-08-07,8.416666666666666,,28.0,17.847826086956523,11.5
2013-08-08,8.333333333333334,,28.0,17.847826086956523,10.25
2013-08-09,8.5,,28.0,17.847826086956523,10.25
2013-08-12,11.5,,28.0,17.847826086956523,9.666666666666666
2013-08-13,11.5,,28.0,21.25,10.0
2013-08-14,9.0,,28.0,21.25,10.0
2013-08-15,11.25,,28.0,21.25,11.0
2013-08-16,8.875,,28.0,20.954545454545453,11.0
2013-08-19,8.875,,28.0,20.954545454545453,12.5
2013-08-20,9.0,,28.0,20.428571428571427,11.25
2013-08-21,9.125,,28.0,20.375,10.5
2013-08-22,10.0,,28.0,20.375,9.75
2013-08-23,10.5,,28.0,20.375,10.0
2013-08-26,10.666666666666666,,28.0,20.15,13.833333333333336
2013-08-27,13.0,,28.0,20.75,12.125
2013-08-28,13.0,,28.0,17.40909090909091,10.833333333333336
2013-08-29,13.75,,28.0,17.695652173913047,11.333333333333336
2013-08-30,13.75,,28.0,17.16,9.0
2013-09-01,,,,,
2013-09-03,12.6875,,28.0,22.76923076923077,10.0
2013-09-04,12.6875,,28.0,21.676470588235293,10.5
2013-09-05,14.5,,28.0,21.676470588235293,10.5
2013-09-06,14.0,,28.0,22.76086956521739,11.75
2013-09-09,14.75,,28.0,22.875,11.166666666666664
2013-09-10,14.25,,28.0,21.375,11.166666666666664
2013-09-11,14.25,,28.0,21.375,11.2
2013-09-12,13.0,,28.0,21.375,12.125
2013-09-13,13.0,,28.0,21.83333333333333,12.125
2013-09-16,14.25,25.5,28.0,24.0,11.25
2013-09-17,14.25,25.5,28.0,23.97368421052632,12.833333333333336
2013-09-18,16.0,25.5,28.0,23.97368421052632,13.5
2013-09-19,16.5,22.5,28.0,23.97368421052632,13.5
2013-09-20,16.5,19.5,28.0,23.5,13.5
2013-09-23,16.5,,28.0,23.5,13.333333333333336
2013-09-24,,,28.0,24.6,13.333333333333336
2013-09-25,,,28.0,24.6,13.333333333333336
2013-09-26,,,28.0,24.181818181818183,13.333333333333336
2013-09-27,,,28.0,24.181818181818183,12.0
2013-09-30,14.0,,28.0,25.357142857142854,13.0
2013-10-01,,,,,
2013-10-02,,,,,
2013-10-03,,,,,
2013-10-04,,,,,
2013-10-07,,,,,
2013-10-08,,,,,
2013-10-09,,,,,
2013-10-10,,,,,
2013-10-11,,,,,
2013-10-14,,,,,
2013-10-15,,,,,
2013-10-16,,,,,
2013-10-17,,,,,
2013-10-18,11.0,,28.0,,14.5
2013-10-21,10.0,,28.0,,17.875
2013-10-22,10.0,,28.0,,17.875
2013-10-23,10.0,,28.0,33.0,19.0
2013-10-24,10.0,,28.0,27.66666666666667,18.0
2013-10-25,10.0,,28.0,27.66666666666667,17.0
2013-10-28,13.75,,28.0,27.66666666666667,16.5
2013-10-29,8.5,,28.0,27.0,16.75
2013-10-30,,,28.0,27.0,14.666666666666664
2013-10-31,,,28.0,,13.833333333333336
2013-11-01,14.0,,28.0,,12.666666666666664
2013-11-04,14.0,,28.0,,14.25
2013-11-05,13.333333333333336,,28.0,28.0,14.25
2013-11-06,13.333333333333336,,28.0,28.0,11.666666666666664
2013-11-07,12.666666666666664,,28.0,28.0,10.333333333333334
2013-11-08,14.5,,28.0,28.0,9.166666666666666
2013-11-11,,,,,
2013-11-12,13.333333333333336,,28.0,,10.5
2013-11-13,13.0,,,,10.666666666666666
2013-11-14,13.5,,,,10.0
2013-11-15,13.5,,,,10.0
2013-11-18,18.0,,,,11.666666666666664
2013-11-19,16.75,,,,12.0
2013-11-20,16.75,,,,11.0
2013-11-21,16.75,,,,11.0
2013-11-22,16.75,,,,10.0
2013-11-25,18.25,28.5,,,10.75
2013-11-26,20.5,24.5,,,10.25
2013-11-27,18.666666666666668,19.625,,,10.25
2013-11-29,17.5,,,,
2013-12-01,,,,,
2013-12-02,13.25,23.0,,,10.5
2013-12-03,14.375,23.0,,,10.5
2013-12-04,14.375,24.375,,,9.5
2013-12-05,17.9375,23.25,,,8.875
2013-12-06,14.5,21.2,,,7.0
2013-12-09,22.33333333333333,25.33333333333333,,,7.125
2013-12-10,,25.83333333333333,,,7.25
2013-12-11,31.0,25.66666666666667,,,7.25
2013-12-12,30.0,26.66666666666667,,,6.75
2013-12-13,30.0,25.5,,,6.875
2013-12-16,33.0,26.0,,,8.833333333333334
2013-12-17,32.0,26.0,,,9.0
2013-12-18,33.0,28.5,,,11.25
2013-12-19,29.2,31.0,,,11.25
2013-12-20,29.1,33.0,,,11.25
2013-12-23,28.0,35.25,,,9.375
2013-12-24,24.5,31.2,,,9.833333333333334
2013-12-26,18.9,,,,
2013-12-27,23.5,28.5,,,11.5
2013-12-30,18.666666666666668,24.75,,,12.75
2013-12-31,18.33333333333333,24.0,,,10.5
2014-01-01,,,,,
2014-01-02,21.66666666666667,25.0,,,11.666666666666664
2014-01-03,21.0,,,,
2014-01-06,21.5,29.5,,,11.166666666666664
2014-01-07,20.666666666666668,30.0,,,11.166666666666664
2014-01-08,21.0,30.0,,,11.333333333333336
2014-01-09,21.33333333333333,,,,
2014-01-10,21.33333333333333,32.25,,,13.75
2014-01-13,20.0,32.625,,,15.25
2014-01-14,20.5,32.25,,,15.25
2014-01-15,20.5,30.0,,,15.833333333333336
2014-01-16,21.0,30.5,,,15.833333333333336
2014-01-17,20.0,28.5,,,15.833333333333336
2014-01-21,19.5,32.5,,,17.0
2014-01-22,18.0,,,,
2014-01-23,17.5,30.25,,,17.0
2014-01-24,17.5,25.1,,,17.0
2014-01-27,18.0,27.75,,,17.0
2014-01-28,18.0,25.0,,,17.0
2014-01-29,16.666666666666668,24.5,,,17.0
2014-01-30,16.666666666666668,19.75,,,17.0
2014-01-31,11.625,19.75,,,17.0
2014-02-01,,,,,
2014-02-03,12.6,17.0,,,17.0
2014-02-04,15.75,17.0,,,17.0
2014-02-05,14.9,17.5,,,17.0
2014-02-06,14.0,19.0,,,17.0
2014-02-07,15.5,19.0,,,16.125
2014-02-10,14.875,18.75,,,16.0
2014-02-11,16.5,19.75,,,15.6
2014-02-12,14.25,19.75,,,15.0
2014-02-13,12.875,19.75,,,15.0
2014-02-14,13.625,19.75,,,14.3
2014-02-18,12.125,15.75,,,15.0
2014-02-19,10.875,15.75,,,15.0
2014-02-20,10.125,15.75,,,15.333333333333336
2014-02-21,10.1875,15.75,,,13.375
2014-02-24,9.7,12.25,,,15.5
2014-02-25,10.0,12.25,,,16.75
2014-02-26,9.166666666666666,12.25,,,16.75
2014-02-27,9.5,10.75,,,16.5
2014-02-28,10.25,,,,16.0
2014-03-01,,,,,
2014-03-03,9.666666666666666,,,,13.333333333333336
2014-03-04,9.7,,,,13.0
2014-03-05,8.5,,,,12.666666666666664
2014-03-06,8.0,,,,12.5
2014-03-07,9.071428571428571,,,,12.5
2014-03-10,7.6875,,,,13.1
2014-03-11,7.7857142857142865,,,,13.3
2014-03-12,7.7857142857142865,,,,12.583333333333336
2014-03-13,8.333333333333334,,,,12.357142857142858
2014-03-14,8.875,,,,11.875
2014-03-17,10.5,,,,9.5
2014-03-18,11.0,17.5,,,10.0
2014-03-19,10.3125,17.5,,,9.875
2014-03-20,10.583333333333334,16.833333333333332,,,9.666666666666666
2014-03-21,10.583333333333334,15.375,,,9.785714285714286
2014-03-24,10.1875,15.375,,,11.5
2014-03-25,8.95,14.375,,,11.5
2014-03-26,7.666666666666668,12.5,,,11.5
2014-03-27,7.1,10.875,,,10.5
2014-03-28,7.333333333333332,,,,9.4
2014-03-31,6.583333333333332,,,,10.333333333333334
2014-04-01,6.583333333333332,,,,10.333333333333334
2014-04-02,6.583333333333332,,,,8.75
2014-04-03,6.583333333333332,,,,9.5
2014-04-04,6.6,,,,10.625
2014-04-07,6.85,,,,9.2
2014-04-08,8.1,,,,9.1
2014-04-09,8.3,,,,8.125
2014-04-10,8.666666666666666,,,,7.75
2014-04-11,8.666666666666666,,,,7.75
2014-04-14,9.875,,,,9.0
2014-04-15,11.0,,,,9.0
2014-04-16,9.0,,,,9.0
2014-04-17,9.166666666666666,,,,9.25
2014-04-18,10.5,,,,8.833333333333334
2014-04-21,9.5,,,,
2014-04-22,12.0,,,,11.5
2014-04-23,10.5,,,,10.75
2014-04-24,10.5,,,,11.875
2014-04-25,11.0,,,,13.0
2014-04-28,11.0,,,,13.833333333333336
2014-04-29,12.0,,,,14.166666666666664
2014-04-30,12.0,,,,14.166666666666664
2014-05-01,12.0,3.5,,,14.166666666666664
2014-05-02,12.0,3.0,,,14.166666666666664
2014-05-05,12.666666666666664,,,,13.166666666666664
2014-05-06,14.0,,,,13.166666666666664
2014-05-07,11.833333333333336,,,,13.166666666666664
2014-05-08,13.0,,,50.0,13.5
2014-05-09,11.166666666666664,,,50.0,13.625
2014-05-12,11.0,,23.5,50.0,14.75
2014-05-13,10.5,,23.5,43.0,14.625
2014-05-14,9.166666666666666,,23.5,43.0,14.625
2014-05-15,8.833333333333334,,23.5,,14.75
2014-05-16,8.666666666666666,,23.5,50.0,14.75
2014-05-19,8.666666666666666,,23.5,50.0,17.5
2014-05-20,11.25,,23.5,50.0,17.5
2014-05-21,11.25,17.5,23.5,41.75,19.666666666666668
2014-05-22,8.833333333333334,19.666666666666668,23.5,43.0,22.25
2014-05-23,10.25,13.125,23.5,43.5,19.75
2014-05-27,9.5,13.875,23.5,39.8,19.375
2014-05-28,10.0,10.875,23.5,39.357142857142854,17.875
2014-05-29,9.5,14.5,23.5,38.625,17.9
2014-05-30,9.0,12.0,23.5,37.4,16.0
2014-06-01,,,,,
2014-06-02,9.5,11.75,23.5,37.4,16.5
2014-06-03,7.0,11.75,23.5,41.346153846153854,17.083333333333332
2014-06-04,7.75,11.0,23.5,38.92105263157895,15.5
2014-06-05,8.5,11.0,23.5,38.92105263157895,16.5
2014-06-06,9.0,12.75,23.5,38.92105263157895,16.416666666666668
2014-06-09,9.0,17.833333333333332,23.5,38.92105263157895,14.5
2014-06-10,,20.0,23.5,34.416666666666664,13.571428571428573
2014-06-11,,20.0,23.5,37.13636363636363,13.142857142857142
2014-06-12,,19.25,23.5,37.13636363636363,13.0
2014-06-13,,17.0,23.5,37.13636363636363,14.25
2014-06-16,,17.333333333333332,23.5,39.0,13.75
2014-06-17,12.5,16.666666666666668,23.5,36.18181818181818,14.6
2014-06-18,12.5,16.5,23.5,34.57142857142857,14.75
2014-06-19,12.5,15.625,23.5,34.57142857142857,16.0
2014-06-20,12.5,16.5,23.5,34.57142857142857,15.333333333333336
2014-06-23,10.25,20.0,23.5,33.675,18.666666666666668
2014-06-24,10.25,20.0,23.5,32.90909090909091,18.33333333333333
2014-06-25,10.5,19.83333333333333,23.5,32.25925925925926,18.75
2014-06-26,8.833333333333334,22.5,23.5,31.785714285714285,18.0
2014-06-27,8.833333333333334,19.5,23.5,31.613636363636363,18.0
2014-06-30,12.0,19.33333333333333,23.5,30.47916666666667,17.6
2014-07-01,12.5,19.33333333333333,23.5,30.65217391304348,17.6
2014-07-02,11.75,21.33333333333333,23.5,28.16666666666667,17.0
2014-07-03,11.75,20.166666666666668,23.5,28.16666666666667,16.6
2014-07-07,11.25,17.333333333333332,23.5,28.16666666666667,17.5
2014-07-08,10.875,14.166666666666664,23.5,28.653846153846153,18.0
2014-07-09,8.25,15.0,23.5,28.931818181818183,18.0
2014-07-10,8.0,13.0,23.5,28.22,18.0
2014-07-11,8.0,13.0,23.5,28.22,18.0
2014-07-14,9.0,14.5,23.5,28.4,16.75
2014-07-15,9.0,12.5,23.5,29.33333333333333,16.75
2014-07-16,9.5,10.625,23.5,28.615384615384606,16.75
2014-07-17,9.5,10.625,23.5,28.615384615384606,16.25
2014-07-18,9.0,9.625,23.5,27.357142857142854,16.25
2014-07-21,7.75,,23.5,27.357142857142854,16.5
2014-07-22,7.75,,23.5,27.357142857142854,16.0
2014-07-23,7.75,,23.5,27.357142857142854,15.25
2014-07-24,7.5,,23.5,27.357142857142854,14.625
2014-07-25,6.5,,23.5,27.357142857142854,15.0
2014-07-28,6.5,,35.0,27.357142857142854,14.5
2014-07-29,6.25,,35.0,27.357142857142854,14.5
2014-07-30,5.75,,35.0,23.07142857142857,14.25
2014-07-31,5.5,,35.0,23.772727272727273,14.25
2014-08-01,5.5,,35.0,23.79166666666667,13.5
2014-08-04,5.0,,35.0,23.79166666666667,13.5
2014-08-05,6.0,,35.0,23.79166666666667,13.5
2014-08-06,6.5,,35.0,23.15,12.25
2014-08-07,6.666666666666668,,35.0,23.15,13.5
2014-08-08,8.25,,35.0,21.291666666666668,12.125
2014-08-11,7.75,,35.0,23.15,12.25
2014-08-12,8.25,,35.0,22.714285714285715,12.375
2014-08-13,8.25,,35.0,22.181818181818183,12.375
2014-08-14,7.5,,35.0,22.181818181818183,12.375
2014-08-15,8.5,,35.0,24.176470588235286,13.166666666666664
2014-08-18,9.25,,35.0,27.72727272727273,13.166666666666664
2014-08-19,9.25,,35.0,27.72727272727273,13.166666666666664
2014-08-20,10.0,,35.0,27.214285714285715,13.166666666666664
2014-08-21,10.0,,35.0,28.722222222222214,12.0
2014-08-22,10.25,,35.0,28.722222222222214,12.0
2014-08-25,9.5,,35.0,27.538461538461537,11.0
2014-08-26,9.833333333333334,,35.0,26.375,11.0
2014-08-27,9.833333333333334,,35.0,26.78947368421053,11.0
2014-08-28,9.5,,35.0,27.190476190476193,11.0
2014-08-29,9.5,,35.0,27.190476190476193,11.0
2014-09-01,,,,,
2014-09-02,14.0,,35.0,25.875,12.25
2014-09-03,14.0,,35.0,26.690476190476193,12.25
2014-09-04,14.0,,35.0,26.13636363636364,11.75
2014-09-05,14.5,,35.0,26.272727272727273,11.75
2014-09-08,13.0,,35.0,26.30434782608696,13.25
2014-09-09,17.0,,35.0,27.0,13.25
2014-09-10,18.5,,35.0,26.869565217391305,13.25
2014-09-11,18.0,,35.0,26.869565217391305,12.75
2014-09-12,19.0,,35.0,27.85185185185185,14.0
2014-09-15,20.5,,35.0,27.884615384615394,16.0
2014-09-16,20.5,,35.0,27.8,16.0
2014-09-17,19.5,,35.0,27.76923076923077,16.0
2014-09-18,19.5,,35.0,26.48387096774193,16.0
2014-09-19,17.25,,35.0,26.48387096774193,15.333333333333336
2014-09-22,18.666666666666668,37.5,35.0,27.96875,15.833333333333336
2014-09-23,18.0,30.0,35.0,29.33333333333333,15.333333333333336
2014-09-24,17.0,30.0,35.0,29.764705882352942,15.333333333333336
2014-09-25,16.5,23.25,35.0,28.575,14.166666666666664
2014-09-26,14.5,22.75,35.0,28.575,14.166666666666664
2014-09-29,14.5,20.0,35.0,28.575,12.0
2014-09-30,14.5,17.833333333333332,35.0,28.0,12.0
2014-10-01,,15.125,35.0,27.894736842105264,12.0
2014-10-02,20.0,,35.0,27.894736842105264,12.0
2014-10-03,20.0,,35.0,26.33333333333333,12.0
2014-10-06,19.0,,35.0,26.33333333333333,13.5
2014-10-07,20.0,,35.0,27.25,13.0
2014-10-08,21.0,,35.0,27.2,13.0
2014-10-09,18.0,,35.0,27.2,11.5
2014-10-10,16.0,,35.0,27.2,13.0
2014-10-13,,,,,
2014-10-14,15.0,,35.0,27.066666666666666,17.0
2014-10-15,15.0,,35.0,27.066666666666666,16.125
2014-10-16,15.0,,35.0,25.09375,15.8
2014-10-17,14.0,,35.0,24.78125,15.9
2014-10-20,15.0,,35.0,28.66666666666667,17.666666666666668
2014-10-21,15.0,,35.0,27.44444444444445,17.25
2014-10-22,14.5,,35.0,27.44444444444445,17.0
2014-10-23,13.5,,35.0,27.44444444444445,15.0
2014-10-24,14.0,,35.0,27.44444444444445,14.25
2014-10-27,14.0,,35.0,27.285714285714285,16.0
2014-10-28,,,35.0,26.0,16.333333333333332
2014-10-29,,,35.0,27.0,16.333333333333332
2014-10-30,12.5,,35.0,27.0,14.666666666666664
2014-10-31,11.0,,35.0,25.714285714285715,14.666666666666664
2014-11-01,,,,,
2014-11-03,12.0,,35.0,25.714285714285715,14.75
2014-11-04,14.166666666666664,,35.0,16.0,14.75
2014-11-05,13.0,,35.0,16.0,14.0
2014-11-06,15.666666666666664,,35.0,16.0,13.5
2014-11-07,21.0,,35.0,16.0,13.5
2014-11-10,21.0,,35.0,16.0,13.5
2014-11-11,,,,,
2014-11-12,22.0,,35.0,26.0,13.25
2014-11-13,24.83333333333333,,35.0,26.0,12.166666666666664
2014-11-14,22.5,,35.0,26.0,11.833333333333336
2014-11-17,23.0,,35.0,40.0,12.0
2014-11-18,26.0,,35.0,32.1,13.0
2014-11-19,26.0,,35.0,33.8125,13.0
2014-11-20,29.25,,35.0,33.8125,11.5
2014-11-21,30.66666666666667,,35.0,33.8125,11.5
2014-11-24,31.33333333333333,,35.0,37.5,13.75
2014-11-25,31.33333333333333,,35.0,19.0,13.0
2014-11-26,31.33333333333333,,35.0,19.0,13.0
2014-11-28,31.33333333333333,,35.0,,
2014-12-01,29.66666666666667,,35.0,,14.666666666666664
2014-12-02,28.75,,35.0,,15.166666666666664
2014-12-03,26.75,,35.0,,12.375
2014-12-04,27.2,,,,11.625
2014-12-05,29.1,,,,11.625
2014-12-08,27.125,,,,18.5
2014-12-09,31.5,,,,18.0
2014-12-10,30.5,,,,19.0
2014-12-11,33.0,,,,18.25
2014-12-12,33.0,,,,18.25
2014-12-15,31.33333333333333,,,,22.25
2014-12-16,28.5,,,,22.25
2014-12-17,30.66666666666667,,,,23.0
2014-12-18,32.0,,,,22.75
2014-12-19,31.25,42.0,,,24.5
2014-12-22,25.33333333333333,28.5,,,26.5
2014-12-23,26.25,28.5,,,30.0
2014-12-24,25.25,22.5,,,27.5
2014-12-26,,,,,
2014-12-29,17.25,11.75,,,29.0
2014-12-30,16.2,10.0,,,27.0
2014-12-31,14.0,11.0,,,24.33333333333333
2015-01-01,,,,,
2015-01-02,12.1,13.5,,,25.0
2015-01-05,10.9,10.0,,,24.25
2015-01-06,9.6,11.0,,,22.5
2015-01-07,9.3,13.0,,,21.66666666666667
2015-01-08,9.125,13.0,,,19.0
2015-01-09,9.8,13.0,,,19.0
2015-01-12,13.85,13.0,,,22.75
2015-01-13,12.5,8.0,,,18.33333333333333
2015-01-14,13.0,7.5,,,19.5
2015-01-15,14.0,9.333333333333334,,,20.33333333333333
2015-01-16,14.375,12.75,,,21.625
2015-01-20,17.666666666666668,19.5,,,23.66666666666667
2015-01-21,18.5,18.0,,,24.0
2015-01-22,19.0,,,,24.83333333333333
2015-01-23,18.2,28.5,,,25.75
2015-01-26,17.4,24.75,,,23.83333333333333
2015-01-27,18.375,,,,
2015-01-28,18.166666666666668,18.5,,,23.33333333333333
2015-01-29,15.833333333333336,17.5,,,23.66666666666667
2015-01-30,15.125,16.0,,,23.5
2015-02-01,,,,,
2015-02-02,14.0,18.0,,,22.5
2015-02-03,14.25,18.625,,,19.8
2015-02-04,18.875,18.8,,,17.0
2015-02-05,17.833333333333332,18.6,,,15.666666666666664
2015-02-06,16.5,14.642857142857142,,,15.0
2015-02-09,17.0,14.75,,,14.5
2015-02-10,16.0,14.6875,,,14.5
2015-02-11,12.875,14.8125,,,13.6
2015-02-12,10.833333333333336,15.857142857142858,,,13.0
2015-02-13,12.7,15.857142857142858,,,13.0
2015-02-17,11.6,16.25,,,13.0
2015-02-18,11.333333333333336,16.125,,,12.833333333333336
2015-02-19,9.25,15.5,,,13.125
2015-02-20,7.2,16.3125,,,12.625
2015-02-23,7.2,13.357142857142858,,,12.375
2015-02-24,7.75,12.75,,,10.8
2015-02-25,9.416666666666666,12.071428571428573,,,10.666666666666666
2015-02-26,7.7,10.444444444444443,,,10.928571428571427
2015-02-27,7.375,9.6875,,,10.5
2015-03-01,,,,,
2015-03-02,11.25,11.75,,,14.5
2015-03-03,9.916666666666666,11.416666666666664,,,14.333333333333336
2015-03-04,9.416666666666666,11.75,,,14.166666666666664
2015-03-05,9.0,12.9,,,14.5
2015-03-06,8.5,12.9,,,14.5
2015-03-09,11.375,15.375,,,13.875
2015-03-10,11.375,14.625,,,14.5
2015-03-11,9.0,14.625,,,13.0
2015-03-12,9.0,12.8,,,13.6
2015-03-13,8.25,12.1,,,13.0
2015-03-16,6.142857142857142,11.166666666666664,,,13.0
2015-03-17,6.142857142857142,8.833333333333334,,,13.0
2015-03-18,6.0,9.166666666666666,,,13.0
2015-03-19,5.642857142857142,9.166666666666666,,,13.0
2015-03-20,5.642857142857142,9.0,,,13.0
2015-03-23,6.083333333333332,8.5,,,13.0
2015-03-24,6.4,14.0,,,14.166666666666664
2015-03-25,6.2,11.0,,,14.166666666666664
2015-03-26,6.0,11.0,,,13.833333333333336
2015-03-27,7.0,11.0,,,13.833333333333336
2015-03-30,7.666666666666668,,,,13.5
2015-03-31,8.3,,,,13.75
2015-04-01,8.1,,,,12.25
2015-04-02,8.1,,,,12.25
2015-04-03,8.25,,,,12.25
2015-04-06,9.833333333333334,,,,
2015-04-07,10.125,,,,11.625
2015-04-08,11.666666666666664,,,,12.4
2015-04-09,11.583333333333336,20.33333333333333,,,12.166666666666664
2015-04-10,11.75,,,,12.75
2015-04-13,11.75,,,,15.25
2015-04-14,11.75,,,,15.25
2015-04-15,11.75,,,,15.8
2015-04-16,12.5,,,,16.333333333333332
2015-04-17,11.583333333333336,,,,16.333333333333332
2015-04-20,11.125,,,,20.33333333333333
2015-04-21,13.75,,,,19.5
2015-04-22,13.75,,,,19.5
2015-04-23,13.083333333333336,,,,17.5
2015-04-24,12.125,,,,17.5
2015-04-27,14.75,,,,18.0
2015-04-28,14.75,,,,17.875
2015-04-29,15.5,,,,16.0
2015-04-30,15.5,,,,16.166666666666668
2015-05-01,15.5,,,,15.833333333333336
2015-05-04,15.0,,32.0,,15.0
2015-05-05,14.5,,32.0,,15.0
2015-05-06,14.5,,32.0,,14.0
2015-05-07,15.0,,32.0,,11.75
2015-05-08,13.75,,32.0,,11.625
2015-05-11,12.333333333333336,,32.0,,11.0
2015-05-12,12.333333333333336,,32.0,,12.0
2015-05-13,12.333333333333336,,32.0,,11.5
2015-05-14,12.333333333333336,,32.0,42.5,10.166666666666666
2015-05-15,12.166666666666664,,32.0,42.5,10.166666666666666
2015-05-18,11.166666666666664,,32.0,,9.125
2015-05-19,11.5,,32.0,,9.9
2015-05-20,8.25,,32.0,50.0,10.0
2015-05-21,7.5,,32.0,43.75,9.25
2015-05-22,7.5,10.666666666666666,32.0,32.0,9.0
2015-05-26,7.166666666666668,7.75,32.0,39.333333333333336,8.666666666666666
2015-05-27,6.625,7.75,32.0,39.333333333333336,8.666666666666666
2015-05-28,5.25,6.5,32.0,44.5,8.3
2015-05-29,6.0,6.5,32.0,44.5,8.5
2015-06-01,8.125,8.0,32.0,44.5,8.75
2015-06-02,8.833333333333334,,32.0,45.75,8.75
2015-06-03,9.625,,32.0,44.0,9.0
2015-06-04,9.375,,32.0,44.0,9.0
2015-06-05,9.375,,32.0,44.0,7.2
2015-06-08,9.25,,32.0,44.0,8.75
2015-06-09,9.0,,32.0,44.85,9.9
2015-06-10,9.0,,32.0,40.730769230769226,9.75
2015-06-11,9.75,,32.0,40.730769230769226,10.7
2015-06-12,10.25,,32.0,40.730769230769226,12.3
2015-06-15,8.75,,32.0,36.0,15.166666666666664
2015-06-16,8.833333333333334,,32.0,32.230769230769226,11.5
2015-06-17,10.0,,32.0,31.63157894736842,16.166666666666668
2015-06-18,7.75,,32.0,31.63157894736842,16.166666666666668
2015-06-19,7.75,,32.0,31.63157894736842,15.166666666666664
2015-06-22,7.6875,,32.0,38.53846153846154,15.0
2015-06-23,10.125,,32.0,38.53846153846154,15.0
2015-06-24,10.125,,32.0,32.55263157894737,14.75
2015-06-25,10.125,,32.0,32.97826086956522,14.75
2015-06-26,7.6875,,37.0,32.97826086956522,15.75
2015-06-29,10.25,,37.0,32.97826086956522,16.25
2015-06-30,10.25,,37.0,32.875,16.25
2015-07-01,10.25,,37.0,30.078947368421048,16.25
2015-07-02,9.375,,37.0,29.975,16.5
2015-07-06,,,,30.71052631578948,19.5
2015-07-07,8.5,,37.0,28.36666666666667,19.33333333333333
2015-07-08,7.0,,37.0,26.85294117647059,18.5
2015-07-09,6.5,,37.0,24.78947368421053,18.25
2015-07-10,5.875,,37.0,25.13636363636364,17.5
2015-07-13,5.875,,37.0,25.13636363636364,17.0
2015-07-14,5.875,,37.0,29.72727272727273,17.0
2015-07-15,5.75,,37.0,27.023809523809533,17.0
2015-07-16,4.875,,37.0,27.38636363636364,17.0
2015-07-17,4.875,,37.0,27.38636363636364,17.0
2015-07-20,6.75,,37.0,27.38636363636364,17.0
2015-07-21,6.75,,37.0,28.23333333333333,17.0
2015-07-22,8.5,,37.0,28.325,17.0
2015-07-23,8.916666666666666,,37.0,28.325,15.5
2015-07-24,8.5,,37.0,28.02173913043478,17.0
2015-07-27,9.333333333333334,,37.0,28.02173913043478,17.75
2015-07-28,11.0,,37.0,27.57142857142857,16.5
2015-07-29,9.75,,37.0,27.714285714285715,14.0
2015-07-30,9.75,,37.0,27.73333333333333,14.0
2015-07-31,,,37.0,27.73333333333333,13.75
2015-08-01,,,,,
2015-08-03,,,37.0,27.73333333333333,13.833333333333336
2015-08-04,,,37.0,27.73333333333333,14.666666666666664
2015-08-05,,,37.0,28.70833333333333,14.666666666666664
2015-08-06,,,37.0,28.15625,13.75
2015-08-07,,,37.0,28.15625,13.5
2015-08-10,,,37.0,28.15625,12.5
2015-08-11,,,37.0,28.40909090909091,12.5
2015-08-12,,,37.0,25.73333333333333,13.0
2015-08-13,,,37.0,25.73333333333333,13.0
2015-08-14,,,37.0,25.8125,13.0
2015-08-17,,,37.0,25.8125,13.0
2015-08-18,,,37.0,26.8,13.0
2015-08-19,17.5,,37.0,28.615384615384606,13.666666666666664
2015-08-20,17.5,,37.0,30.058823529411764,12.666666666666664
2015-08-21,17.25,,37.0,30.277777777777786,12.375
2015-08-24,17.875,,37.0,30.404761904761905,12.375
2015-08-25,16.75,,37.0,27.86111111111111,12.75
2015-08-26,16.25,,37.0,28.904761904761905,12.75
2015-08-27,15.5,,37.0,28.72727272727273,11.75
2015-08-28,15.5,,37.0,28.0625,11.666666666666664
2015-08-31,14.75,,37.0,28.357142857142854,12.0
2015-09-01,14.0,,37.0,28.357142857142854,11.875
2015-09-02,13.25,,37.0,32.142857142857146,11.0
2015-09-03,14.0,,37.0,32.30434782608695,11.875
2015-09-04,12.0,,37.0,32.375,11.875
2015-09-08,9.25,27.5,32.0,30.71875,11.583333333333336
2015-09-09,10.25,25.5,32.0,28.605263157894736,11.583333333333336
2015-09-10,10.25,25.0,32.0,29.8125,11.583333333333336
